"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
5.660633878E0,-4.365539551E-2,4.016723633E-1,-3.958236694E0,3.978804369E0
5.664601163E0,-3.939819336E-2,3.963317871E-1,-3.959289551E0,3.979271899E0
5.668568448E0,-3.939819336E-2,3.910064697E-1,-3.959289551E0,3.978745031E0
5.672535733E0,-4.472351074E-2,3.963317871E-1,-3.959289551E0,3.979328188E0
5.676503018E0,-4.579162598E-2,3.995361328E-1,-3.957168579E0,3.977550648E0
5.680470303E0,-4.365539551E-2,3.963317871E-1,-3.953964233E0,3.974017846E0
5.684437588E0,-3.939819336E-2,3.867492676E-1,-3.955032349E0,3.974092109E0
5.688404874E0,-4.472351074E-2,3.835601807E-1,-3.953964233E0,3.972776329E0
5.692402676E0,-4.685974121E-2,3.888854980E-1,-3.955032349E0,3.974381542E0
5.696369962E0,-4.685974121E-2,3.931427002E-1,-3.956100464E0,3.975863164E0
5.700337247E0,-4.685974121E-2,3.910064697E-1,-3.951843262E0,3.971416254E0
5.704304532E0,-4.365539551E-2,3.867492676E-1,-3.952911377E0,3.972025824E0
5.708271817E0,-4.579162598E-2,3.888854980E-1,-3.950775146E0,3.970132625E0
5.712239102E0,-4.685974121E-2,3.910064697E-1,-3.949707031E0,3.969290557E0
5.716206387E0,-4.898071289E-2,3.973999023E-1,-3.946517944E0,3.966778249E0
5.720173672E0,-4.898071289E-2,3.952789307E-1,-3.946517944E0,3.966566327E0
5.724140958E0,-4.685974121E-2,3.942108154E-1,-3.943313599E0,3.963246162E0
5.728108243E0,-5.111694336E-2,3.899536133E-1,-3.940124512E0,3.959704273E0
5.732106045E0,-5.325317383E-2,3.910064697E-1,-3.940124512E0,3.959836250E0
5.736073331E0,-5.111694336E-2,3.942108154E-1,-3.934799194E0,3.954827406E0
5.740040616E0,-5.004882812E-2,3.995361328E-1,-3.932662964E0,3.953222988E0
5.744007901E0,-5.004882812E-2,3.984680176E-1,-3.930526733E0,3.950990009E0
5.747975186E0,-5.218505859E-2,3.963317871E-1,-3.929473877E0,3.949755323E0
5.751942471E0,-5.218505859E-2,3.973999023E-1,-3.928405762E0,3.948800044E0
5.755909756E0,-4.898071289E-2,3.984680176E-1,-3.929473877E0,3.949929217E0
5.759877042E0,-4.792785645E-2,3.984680176E-1,-3.928405762E0,3.948853716E0
5.763844327E0,-4.579162598E-2,3.984680176E-1,-3.925201416E0,3.945640606E0
5.767842129E0,-4.579162598E-2,4.016723633E-1,-3.923080444E0,3.943855694E0
5.771809415E0,-4.685974121E-2,4.037933350E-1,-3.925201416E0,3.946194502E0
5.775776700E0,-4.685974121E-2,3.984680176E-1,-3.920944214E0,3.941418035E0
5.779743985E0,-4.365539551E-2,3.973999023E-1,-3.922012329E0,3.942336006E0
5.783711270E0,-4.260253906E-2,3.963317871E-1,-3.916687012E0,3.936918974E0
5.787678555E0,-4.579162598E-2,3.931427002E-1,-3.916687012E0,3.936635010E0
5.791645840E0,-4.260253906E-2,3.942108154E-1,-3.916687012E0,3.936706020E0
5.795613126E0,-4.365539551E-2,4.027252197E-1,-3.914550781E0,3.935454385E0
5.799580411E0,-4.365539551E-2,4.048614502E-1,-3.915618896E0,3.936735949E0
5.803547696E0,-4.046630859E-2,3.984680176E-1,-3.912429810E0,3.932876975E0
5.807545499E0,-4.046630859E-2,3.942108154E-1,-3.914550781E0,3.934558108E0
5.811512784E0,-4.472351074E-2,3.942108154E-1,-3.915618896E0,3.935666869E0
5.815480069E0,-4.365539551E-2,3.973999023E-1,-3.913482666E0,3.933850411E0
5.819447354E0,-4.260253906E-2,4.016723633E-1,-3.913482666E0,3.934272772E0
5.823414639E0,-4.046630859E-2,3.952789307E-1,-3.914550781E0,3.934665268E0
5.827381924E0,-4.153442383E-2,3.931427002E-1,-3.912429810E0,3.932352134E0
5.831349210E0,-4.046630859E-2,3.920745850E-1,-3.912429810E0,3.932234354E0
5.835316495E0,-4.365539551E-2,3.920745850E-1,-3.912429810E0,3.932268466E0
5.839283780E0,-4.472351074E-2,3.931427002E-1,-3.913482666E0,3.933434625E0
5.843281583E0,-4.579162598E-2,3.920745850E-1,-3.913482666E0,3.933340302E0
5.847248868E0,-4.685974121E-2,3.920745850E-1,-3.911361694E0,3.931242630E0
5.851216153E0,-4.898071289E-2,3.973999023E-1,-3.912429810E0,3.932865725E0
5.855183438E0,-4.898071289E-2,4.016723633E-1,-3.912429810E0,3.933299736E0
5.859150723E0,-4.579162598E-2,3.973999023E-1,-3.912429810E0,3.932827300E0
5.863118008E0,-4.472351074E-2,3.920745850E-1,-3.911361694E0,3.931217747E0
5.867085294E0,-4.898071289E-2,3.899536133E-1,-3.911361694E0,3.931057521E0
5.871052579E0,-5.325317383E-2,3.963317871E-1,-3.911361694E0,3.931750894E0
5.875019864E0,-5.111694336E-2,4.059295654E-1,-3.910293579E0,3.931639306E0
5.879017667E0,-5.004882812E-2,4.006042480E-1,-3.911361694E0,3.932141777E0
5.882984952E0,-4.685974121E-2,3.920745850E-1,-3.910293579E0,3.930179918E0
5.886952237E0,-5.004882812E-2,3.942108154E-1,-3.911361694E0,3.931495562E0
5.890919522E0,-5.218505859E-2,4.037933350E-1,-3.911361694E0,3.932495727E0
5.894886807E0,-5.430603027E-2,4.080505371E-1,-3.913482666E0,3.935073184E0
5.898854092E0,-4.898071289E-2,4.006042480E-1,-3.912429810E0,3.933190802E0
5.902821378E0,-4.685974121E-2,3.952789307E-1,-3.913482666E0,3.933673581E0
5.906788663E0,-4.898071289E-2,3.984680176E-1,-3.914550781E0,3.935083695E0
5.910786465E0,-5.325317383E-2,4.027252197E-1,-3.915618896E0,3.936634965E0
5.914753751E0,-5.218505859E-2,4.048614502E-1,-3.917755127E0,3.938964497E0
5.918721036E0,-5.111694336E-2,4.006042480E-1,-3.918807983E0,3.939562503E0
5.922688321E0,-4.472351074E-2,3.963317871E-1,-3.922012329E0,3.942240453E0
5.926655606E0,-4.792785645E-2,3.910064697E-1,-3.924148560E0,3.943871836E0
5.930622891E0,-4.898071289E-2,3.931427002E-1,-3.925201416E0,3.945144668E0
5.934590176E0,-5.111694336E-2,3.984680176E-1,-3.925201416E0,3.945706003E0
5.938557462E0,-5.111694336E-2,4.006042480E-1,-3.929473877E0,3.950172358E0
5.942524747E0,-4.792785645E-2,3.942108154E-1,-3.931594849E0,3.951599334E0
5.946522549E0,-5.004882812E-2,3.899536133E-1,-3.932662964E0,3.952266020E0
5.950489835E0,-5.111694336E-2,3.952789307E-1,-3.936920166E0,3.957044196E0
5.954457120E0,-5.004882812E-2,3.952789307E-1,-3.937988281E0,3.958093231E0
5.958424405E0,-4.898071289E-2,3.920745850E-1,-3.941192627E0,3.960949496E0
5.962391690E0,-5.004882812E-2,3.920745850E-1,-3.942245483E0,3.962010451E0
5.966358975E0,-5.218505859E-2,3.931427002E-1,-3.944381714E0,3.964269361E0
5.970326260E0,-5.111694336E-2,3.963317871E-1,-3.944381714E0,3.964572982E0
5.974293545E0,-4.898071289E-2,3.952789307E-1,-3.946517944E0,3.966566327E0
5.978291348E0,-5.004882812E-2,3.942108154E-1,-3.946517944E0,3.966473363E0
5.982289151E0,-4.898071289E-2,3.920745850E-1,-3.947570801E0,3.967295907E0
5.986225919E0,-5.218505859E-2,3.910064697E-1,-3.948638916E0,3.968294171E0
5.990193204E0,-5.218505859E-2,3.963317871E-1,-3.951843262E0,3.972010490E0
5.994160489E0,-5.218505859E-2,4.006042480E-1,-3.951843262E0,3.972439076E0
5.998127774E0,-4.898071289E-2,4.048614502E-1,-3.952911377E0,3.973892331E0
6.002095059E0,-4.579162598E-2,4.006042480E-1,-3.955032349E0,3.975532859E0
6.006062344E0,-4.792785645E-2,3.984680176E-1,-3.956100464E0,3.976406006E0
6.010029629E0,-4.792785645E-2,4.048614502E-1,-3.956100464E0,3.977051767E0
6.013996915E0,-4.792785645E-2,4.101867676E-1,-3.959289551E0,3.980769274E0
6.017994717E0,-4.579162598E-2,4.091186523E-1,-3.959289551E0,3.980634207E0
6.021962003E0,-4.260253906E-2,4.027252197E-1,-3.962493896E0,3.983134502E0
6.025929288E0,-4.260253906E-2,4.037933350E-1,-3.963562012E0,3.984305191E0
6.029896573E0,-4.472351074E-2,4.048614502E-1,-3.966751099E0,3.987609217E0
6.033863858E0,-4.898071289E-2,4.101867676E-1,-3.968887329E0,3.990328173E0
6.037831143E0,-4.579162598E-2,4.091186523E-1,-3.973144531E0,3.994415153E0
6.041798428E0,-4.472351074E-2,4.059295654E-1,-3.976333618E0,3.997250061E0
6.045765713E0,-4.685974121E-2,4.027252197E-1,-3.979537964E0,4.000138228E0
6.049732999E0,-4.685974121E-2,4.059295654E-1,-3.981658936E0,4.002571989E0
6.053730801E0,-4.898071289E-2,4.112548828E-1,-3.984863281E0,4.006328127E0
6.057698087E0,-5.004882812E-2,4.133911133E-1,-3.988052368E0,4.009733007E0
6.061665372E0,-4.898071289E-2,4.048614502E-1,-3.990188599E0,4.010974564E0
6.065632657E0,-4.792785645E-2,4.037933350E-1,-3.991256714E0,4.011916785E0
6.069599942E0,-4.898071289E-2,4.123229980E-1,-3.992324829E0,4.013859353E0
6.073567227E0,-5.111694336E-2,4.197692871E-1,-3.994445801E0,4.016766915E0
6.077534512E0,-5.325317383E-2,4.144439697E-1,-3.998703003E0,4.020475769E0
6.081501797E0,-5.004882812E-2,4.101867676E-1,-4.000839233E0,4.022122902E0
6.085469083E0,-4.792785645E-2,4.144439697E-1,-4.000839233E0,4.022533462E0
6.089466885E0,-4.898071289E-2,4.208374023E-1,-4.002975464E0,4.025334246E0
6.093434170E0,-4.685974121E-2,4.208374023E-1,-4.006164551E0,4.028480404E0
6.097401456E0,-5.004882812E-2,4.187164307E-1,-4.008300781E0,4.030422247E0
6.101368741E0,-5.218505859E-2,4.155120850E-1,-4.010421753E0,4.032227202E0
6.105366544E0,-5.004882812E-2,4.208374023E-1,-4.011489868E0,4.033814568E0
6.109303311E0,-4.792785645E-2,4.240417480E-1,-4.014694214E0,4.037310753E0
6.113270596E0,-4.579162598E-2,4.219055176E-1,-4.016815186E0,4.039171372E0
6.117237881E0,-4.579162598E-2,4.219055176E-1,-4.017883301E0,4.040233577E0
6.121205167E0,-4.898071289E-2,4.240417480E-1,-4.021087646E0,4.043681043E0
6.125202969E0,-5.004882812E-2,4.197692871E-1,-4.023208618E0,4.045357676E0
6.129170254E0,-4.685974121E-2,4.187164307E-1,-4.025344849E0,4.047334979E0
6.133137540E0,-4.685974121E-2,4.208374023E-1,-4.027465820E0,4.049664293E0
6.137104825E0,-4.579162598E-2,4.229736328E-1,-4.031738281E0,4.054123473E0
6.141072110E0,-4.472351074E-2,4.208374023E-1,-4.031738281E0,4.053889229E0
6.145039395E0,-4.685974121E-2,4.187164307E-1,-4.037063599E0,4.058990242E0
6.149006680E0,-4.472351074E-2,4.208374023E-1,-4.040252686E0,4.062357207E0
6.152973965E0,-4.365539551E-2,4.219055176E-1,-4.043457031E0,4.065643224E0
6.156941251E0,-4.046630859E-2,4.155120850E-1,-4.046646118E0,4.068123968E0
6.160908536E0,-4.365539551E-2,4.155120850E-1,-4.049850464E0,4.071344356E0
6.164906338E0,-4.260253906E-2,4.176483154E-1,-4.051971436E0,4.073661450E0
6.168873624E0,-4.365539551E-2,4.123229980E-1,-4.055175781E0,4.076317783E0
6.172840909E0,-4.472351074E-2,4.069976807E-1,-4.058364868E0,4.078967113E0
6.176808194E0,-4.898071289E-2,4.048614502E-1,-4.061553955E0,4.081976535E0
6.180775479E0,-5.004882812E-2,4.048614502E-1,-4.063690186E0,4.084115033E0
6.184742764E0,-4.792785645E-2,4.037933350E-1,-4.067947388E0,4.088219917E0
6.188710049E0,-4.685974121E-2,4.006042480E-1,-4.070083618E0,4.090019591E0
6.192677335E0,-4.792785645E-2,3.973999023E-1,-4.074340820E0,4.093956141E0
6.196644620E0,-5.111694336E-2,4.016723633E-1,-4.077545166E0,4.097600299E0
6.200642422E0,-5.111694336E-2,4.016723633E-1,-4.077545166E0,4.097600299E0
6.204609708E0,-5.004882812E-2,3.963317871E-1,-4.077545166E0,4.097067043E0
6.208576993E0,-5.004882812E-2,3.952789307E-1,-4.078598022E0,4.098013195E0
6.212544278E0,-4.792785645E-2,3.963317871E-1,-4.079666138E0,4.099152566E0
6.216511563E0,-4.898071289E-2,4.016723633E-1,-4.078598022E0,4.098621918E0
6.220478848E0,-5.004882812E-2,4.027252197E-1,-4.079666138E0,4.099801005E0
6.224446133E0,-4.792785645E-2,4.027252197E-1,-4.079666138E0,4.099775662E0
6.228413419E0,-4.579162598E-2,3.995361328E-1,-4.081802368E0,4.101565136E0
6.232380704E0,-4.898071289E-2,4.037933350E-1,-4.078598022E0,4.098830321E0
6.236378506E0,-5.004882812E-2,4.069976807E-1,-4.078598022E0,4.099160137E0
6.240345792E0,-4.898071289E-2,4.123229980E-1,-4.077545166E0,4.098631960E0
6.244313077E0,-4.685974121E-2,4.155120850E-1,-4.076477051E0,4.097866673E0
6.248280362E0,-4.685974121E-2,4.144439697E-1,-4.076477051E0,4.097758507E0
6.252247647E0,-4.579162598E-2,4.155120850E-1,-4.076477051E0,4.097854599E0
6.256214932E0,-4.792785645E-2,4.176483154E-1,-4.076477051E0,4.098096185E0
6.260182217E0,-5.004882812E-2,4.219055176E-1,-4.073272705E0,4.095370518E0
6.264149503E0,-5.004882812E-2,4.187164307E-1,-4.075408936E0,4.097168086E0
6.268147305E0,-4.685974121E-2,4.208374023E-1,-4.076477051E0,4.098410070E0
6.272114590E0,-4.792785645E-2,4.219055176E-1,-4.077545166E0,4.099594605E0
6.276081876E0,-4.792785645E-2,4.197692871E-1,-4.078598022E0,4.100422559E0
6.280049161E0,-4.685974121E-2,4.176483154E-1,-4.079666138E0,4.101256118E0
6.284016446E0,-4.792785645E-2,4.187164307E-1,-4.079666138E0,4.101377369E0
6.287983731E0,-4.685974121E-2,4.165802002E-1,-4.083938599E0,4.105397590E0
6.291951016E0,-4.685974121E-2,4.176483154E-1,-4.083938599E0,4.105506111E0
6.295918301E0,-4.685974121E-2,4.133911133E-1,-4.086059570E0,4.107185272E0
6.299885587E0,-4.792785645E-2,4.133911133E-1,-4.088195801E0,4.109322839E0
6.303852872E0,-4.579162598E-2,4.101867676E-1,-4.089263916E0,4.110040077E0
6.307850674E0,-4.685974121E-2,4.069976807E-1,-4.091384888E0,4.111845479E0
6.311817960E0,-4.898071289E-2,4.037933350E-1,-4.094589233E0,4.114742903E0
6.315785245E0,-4.685974121E-2,4.069976807E-1,-4.095642090E0,4.116081520E0
6.319752530E0,-4.898071289E-2,4.080505371E-1,-4.096710205E0,4.117273231E0
6.323719815E0,-4.685974121E-2,4.080505371E-1,-4.100982666E0,4.121499715E0
6.327687100E0,-4.792785645E-2,4.048614502E-1,-4.102035522E0,4.122245177E0
6.331654385E0,-4.792785645E-2,4.027252197E-1,-4.100982666E0,4.120988171E0
6.335621670E0,-4.792785645E-2,4.037933350E-1,-4.103103638E0,4.123203318E0
6.339588956E0,-4.792785645E-2,4.080505371E-1,-4.102035522E0,4.122559611E0
6.343586758E0,-4.685974121E-2,4.080505371E-1,-4.103103638E0,4.123610134E0
6.347554044E0,-4.792785645E-2,4.091186523E-1,-4.103103638E0,4.123728242E0
6.351521329E0,-4.685974121E-2,4.091186523E-1,-4.103103638E0,4.123715966E0
6.355488614E0,-4.792785645E-2,4.101867676E-1,-4.104171753E0,4.124897095E0
6.359455899E0,-4.898071289E-2,4.112548828E-1,-4.104171753E0,4.125015814E0
6.363423184E0,-5.004882812E-2,4.112548828E-1,-4.103103638E0,4.123965922E0
6.367390469E0,-4.898071289E-2,4.123229980E-1,-4.100982666E0,4.121949562E0
6.371357754E0,-4.898071289E-2,4.165802002E-1,-4.100982666E0,4.122377591E0
6.375325040E0,-4.792785645E-2,4.197692871E-1,-4.100982666E0,4.122688705E0
6.379322842E0,-4.898071289E-2,4.208374023E-1,-4.102035522E0,4.123857255E0
6.383290128E0,-5.004882812E-2,4.187164307E-1,-4.100982666E0,4.122606841E0
6.387257413E0,-4.898071289E-2,4.187164307E-1,-4.099914551E0,4.121531497E0
6.391224698E0,-5.004882812E-2,4.165802002E-1,-4.102035522E0,4.123437810E0
6.395191983E0,-5.111694336E-2,4.155120850E-1,-4.099914551E0,4.121233136E0
6.399159268E0,-5.004882812E-2,4.208374023E-1,-4.099914551E0,4.121760343E0
6.403126553E0,-4.898071289E-2,4.219055176E-1,-4.102035522E0,4.123966392E0
6.407093838E0,-5.004882812E-2,4.219055176E-1,-4.100982666E0,4.122931964E0
6.411061124E0,-4.792785645E-2,4.155120850E-1,-4.102035522E0,4.123304840E0
6.415058926E0,-4.898071289E-2,4.112548828E-1,-4.103103638E0,4.123953098E0
6.419026212E0,-4.792785645E-2,4.155120850E-1,-4.102035522E0,4.123304840E0
6.422993497E0,-4.685974121E-2,4.229736328E-1,-4.099914551E0,4.121941515E0
6.426960782E0,-4.685974121E-2,4.187164307E-1,-4.104171753E0,4.125741759E0
6.430928067E0,-4.579162598E-2,4.112548828E-1,-4.104171753E0,4.124979179E0
6.434895352E0,-4.792785645E-2,4.091186523E-1,-4.102035522E0,4.122665470E0
6.438862637E0,-4.792785645E-2,4.123229980E-1,-4.105239868E0,4.126172768E0
6.442829922E0,-4.472351074E-2,4.155120850E-1,-4.103103638E0,4.124331455E0
6.446797208E0,-4.472351074E-2,4.123229980E-1,-4.103103638E0,4.124011386E0
6.450795010E0,-4.685974121E-2,4.091186523E-1,-4.103103638E0,4.123715966E0
6.454762295E0,-4.685974121E-2,4.112548828E-1,-4.100982666E0,4.121818196E0
6.458729581E0,-4.365539551E-2,4.155120850E-1,-4.103103638E0,4.124320010E0
6.462696866E0,-4.260253906E-2,4.155120850E-1,-4.104171753E0,4.125371625E0
6.466664151E0,-4.365539551E-2,4.144439697E-1,-4.105239868E0,4.126337840E0
6.470631436E0,-4.365539551E-2,4.123229980E-1,-4.104171753E0,4.125062645E0
6.474598721E0,-4.685974121E-2,4.133911133E-1,-4.105239868E0,4.126267372E0
6.478566006E0,-4.792785645E-2,4.101867676E-1,-4.103103638E0,4.123834347E0
6.482533292E0,-4.579162598E-2,4.091186523E-1,-4.103103638E0,4.123703967E0
6.486531094E0,-4.792785645E-2,4.155120850E-1,-4.102035522E0,4.123304840E0
6.490498379E0,-4.579162598E-2,4.155120850E-1,-4.102035522E0,4.123280562E0
6.494465665E0,-4.792785645E-2,4.133911133E-1,-4.100982666E0,4.122044168E0
6.498432950E0,-5.004882812E-2,4.101867676E-1,-4.102035522E0,4.122796805E0
6.502400235E0,-4.898071289E-2,4.101867676E-1,-4.102035522E0,4.122783977E0
6.506367520E0,-4.792785645E-2,4.101867676E-1,-4.098846436E0,4.119598569E0
6.510334805E0,-4.898071289E-2,4.165802002E-1,-4.099914551E0,4.121315020E0
6.514302090E0,-5.004882812E-2,4.176483154E-1,-4.098846436E0,4.120373418E0
6.518269376E0,-5.218505859E-2,4.155120850E-1,-4.099914551E0,4.121246522E0
6.522267178E0,-5.218505859E-2,4.133911133E-1,-4.098846436E0,4.119970582E0
6.526234463E0,-5.004882812E-2,4.133911133E-1,-4.097778320E0,4.118881433E0
6.530201749E0,-4.792785645E-2,4.133911133E-1,-4.098846436E0,4.119918858E0
6.534169034E0,-5.111694336E-2,4.144439697E-1,-4.098846436E0,4.120062967E0
6.538136319E0,-5.004882812E-2,4.123229980E-1,-4.096710205E0,4.117711700E0
6.542103604E0,-5.430603027E-2,4.123229980E-1,-4.096710205E0,4.117765645E0
6.546070889E0,-5.218505859E-2,4.155120850E-1,-4.095642090E0,4.116996199E0
6.550038174E0,-5.325317383E-2,4.187164307E-1,-4.096710205E0,4.118397001E0
6.554005460E0,-5.111694336E-2,4.144439697E-1,-4.096710205E0,4.117937742E0
6.557972745E0,-4.898071289E-2,4.123229980E-1,-4.094589233E0,4.115588701E0
6.561970547E0,-4.792785645E-2,4.155120850E-1,-4.096710205E0,4.118007027E0
6.565937833E0,-5.111694336E-2,4.165802002E-1,-4.092453003E0,4.113918277E0
6.569905118E0,-5.218505859E-2,4.155120850E-1,-4.091384888E0,4.112761101E0
6.573872403E0,-5.218505859E-2,4.155120850E-1,-4.091384888E0,4.112761101E0
6.577839688E0,-5.111694336E-2,4.187164307E-1,-4.091384888E0,4.113072658E0
6.581806973E0,-4.898071289E-2,4.208374023E-1,-4.090316772E0,4.112200692E0
6.585774258E0,-4.685974121E-2,4.208374023E-1,-4.090316772E0,4.112175976E0
6.589741544E0,-4.685974121E-2,4.240417480E-1,-4.089263916E0,4.111457967E0
6.593739346E0,-4.579162598E-2,4.250946045E-1,-4.087127686E0,4.109430011E0
6.597706631E0,-4.579162598E-2,4.219055176E-1,-4.089263916E0,4.111226157E0
6.601673917E0,-4.792785645E-2,4.208374023E-1,-4.088195801E0,4.110078601E0
6.605641202E0,-4.685974121E-2,4.219055176E-1,-4.087127686E0,4.109113386E0
6.609608487E0,-4.472351074E-2,4.261627197E-1,-4.087127686E0,4.109528875E0
6.613575772E0,-4.472351074E-2,4.272308350E-1,-4.086059570E0,4.108577514E0
6.617543057E0,-4.472351074E-2,4.261627197E-1,-4.087127686E0,4.109528875E0
6.621510342E0,-4.685974121E-2,4.250946045E-1,-4.086059570E0,4.108379738E0
6.625477628E0,-4.898071289E-2,4.272308350E-1,-4.084991455E0,4.107563814E0
6.629444913E0,-5.004882812E-2,4.240417480E-1,-4.086059570E0,4.108308545E0
6.633412198E0,-4.685974121E-2,4.219055176E-1,-4.086059570E0,4.108050987E0
6.637410001E0,-4.365539551E-2,4.240417480E-1,-4.084991455E0,4.107173284E0
6.641377286E0,-4.898071289E-2,4.314880371E-1,-4.086059570E0,4.109070923E0
6.645344571E0,-5.111694336E-2,4.314880371E-1,-4.086059570E0,4.109096942E0
6.649311856E0,-4.792785645E-2,4.261627197E-1,-4.087127686E0,4.109564997E0
6.653279141E0,-5.004882812E-2,4.197692871E-1,-4.086059570E0,4.107869758E0
6.657246426E0,-5.111694336E-2,4.187164307E-1,-4.088195801E0,4.109900400E0
6.661213712E0,-4.898071289E-2,4.208374023E-1,-4.087127686E0,4.109028589E0
6.665180997E0,-5.111694336E-2,4.261627197E-1,-4.088195801E0,4.110665702E0
6.669148282E0,-5.111694336E-2,4.229736328E-1,-4.089263916E0,4.111398668E0
6.673146085E0,-5.111694336E-2,4.144439697E-1,-4.090316772E0,4.111577318E0
6.677113370E0,-5.218505859E-2,4.123229980E-1,-4.090316772E0,4.111377486E0
6.681080655E0,-5.111694336E-2,4.133911133E-1,-4.090316772E0,4.111471325E0
6.685047940E0,-5.004882812E-2,4.155120850E-1,-4.092453003E0,4.113797122E0
6.689015225E0,-5.004882812E-2,4.165802002E-1,-4.092453003E0,4.113905143E0
6.692982510E0,-5.218505859E-2,4.123229980E-1,-4.092453003E0,4.113502779E0
6.696949795E0,-5.218505859E-2,4.101867676E-1,-4.092453003E0,4.113289200E0
6.700917081E0,-5.325317383E-2,4.123229980E-1,-4.092453003E0,4.113516468E0
6.704914883E0,-5.111694336E-2,4.123229980E-1,-4.093521118E0,4.114552022E0
6.708882169E0,-5.004882812E-2,4.123229980E-1,-4.093521118E0,4.114538891E0
6.712849454E0,-5.325317383E-2,4.144439697E-1,-4.092453003E0,4.113729608E0
6.716816739E0,-5.325317383E-2,4.165802002E-1,-4.091384888E0,4.112882841E0
6.720784024E0,-5.004882812E-2,4.123229980E-1,-4.093521118E0,4.114538891E0
6.724751309E0,-4.792785645E-2,4.069976807E-1,-4.092453003E0,4.112920589E0
6.728718594E0,-4.898071289E-2,4.091186523E-1,-4.094589233E0,4.115268906E0
6.732685879E0,-4.898071289E-2,4.165802002E-1,-4.095642090E0,4.117064768E0
6.736683682E0,-4.792785645E-2,4.176483154E-1,-4.093521118E0,4.115050709E0
6.740650967E0,-4.685974121E-2,4.123229980E-1,-4.095642090E0,4.116611497E0
6.744618253E0,-4.472351074E-2,4.080505371E-1,-4.093521118E0,4.114051601E0
6.748585538E0,-4.685974121E-2,4.091186523E-1,-4.095642090E0,4.116291782E0
6.752552823E0,-5.004882812E-2,4.144439697E-1,-4.095642090E0,4.116862011E0
6.756520108E0,-4.898071289E-2,4.165802002E-1,-4.095642090E0,4.117064768E0
6.760487393E0,-4.898071289E-2,4.155120850E-1,-4.096710205E0,4.118019416E0
6.764515713E0,-4.685974121E-2,4.101867676E-1,-4.095642090E0,4.116398079E0
6.768452481E0,-4.685974121E-2,4.112548828E-1,-4.095642090E0,4.116504651E0
6.772419766E0,-4.792785645E-2,4.133911133E-1,-4.098846436E0,4.119918858E0
6.776387051E0,-4.685974121E-2,4.144439697E-1,-4.098846436E0,4.120012347E0
6.780354337E0,-4.792785645E-2,4.144439697E-1,-4.095642090E0,4.116836773E0
6.784321622E0,-4.792785645E-2,4.123229980E-1,-4.098846436E0,4.119811821E0
6.788288907E0,-4.792785645E-2,4.123229980E-1,-4.099914551E0,4.120874502E0
6.792256192E0,-5.004882812E-2,4.133911133E-1,-4.099914551E0,4.121006724E0
6.796223477E0,-5.111694336E-2,4.123229980E-1,-4.097778320E0,4.118787487E0
6.800190762E0,-5.111694336E-2,4.133911133E-1,-4.100982666E0,4.122082481E0
6.804188565E0,-5.111694336E-2,4.144439697E-1,-4.100982666E0,4.122188202E0
6.808155850E0,-5.111694336E-2,4.112548828E-1,-4.102035522E0,4.122916316E0
6.812123135E0,-5.218505859E-2,4.080505371E-1,-4.102035522E0,4.122611302E0
6.816090420E0,-5.430603027E-2,4.091186523E-1,-4.103103638E0,4.123807304E0
6.820088223E0,-5.218505859E-2,4.144439697E-1,-4.103103638E0,4.124311645E0
6.824024991E0,-5.218505859E-2,4.144439697E-1,-4.103103638E0,4.124311645E0
6.827992276E0,-5.218505859E-2,4.133911133E-1,-4.105239868E0,4.126331284E0
6.831990079E0,-5.218505859E-2,4.101867676E-1,-4.105239868E0,4.126011493E0
6.835957364E0,-5.111694336E-2,4.133911133E-1,-4.105239868E0,4.126317914E0
6.839924649E0,-5.111694336E-2,4.133911133E-1,-4.106307983E0,4.127380575E0
6.843891934E0,-5.004882812E-2,4.155120850E-1,-4.106307983E0,4.127580457E0
6.847859219E0,-4.792785645E-2,4.133911133E-1,-4.108428955E0,4.129452478E0
6.851826504E0,-4.792785645E-2,4.133911133E-1,-4.106307983E0,4.127342310E0
6.855793790E0,-4.898071289E-2,4.133911133E-1,-4.106307983E0,4.127354671E0
6.859761075E0,-4.792785645E-2,4.112548828E-1,-4.104171753E0,4.125003447E0
6.863758878E0,-5.004882812E-2,4.091186523E-1,-4.104171753E0,4.124816206E0
6.867726163E0,-5.004882812E-2,4.091186523E-1,-4.104171753E0,4.124816206E0
6.871693448E0,-5.111694336E-2,4.155120850E-1,-4.105239868E0,4.126530941E0
6.875660733E0,-5.325317383E-2,4.208374023E-1,-4.105239868E0,4.127097575E0
6.879628018E0,-4.792785645E-2,4.155120850E-1,-4.106307983E0,4.127555285E0
6.883595303E0,-4.472351074E-2,4.048614502E-1,-4.107360840E0,4.127508456E0
6.887562588E0,-4.898071289E-2,4.091186523E-1,-4.103103638E0,4.123740613E0
6.891529874E0,-5.537414551E-2,4.293670654E-1,-4.103103638E0,4.125879523E0
6.895527676E0,-5.430603027E-2,4.357604980E-1,-4.104171753E0,4.127597623E0
6.899494962E0,-4.685974121E-2,4.250946045E-1,-4.100982666E0,4.123222051E0
6.903462247E0,-4.579162598E-2,4.123229980E-1,-4.099914551E0,4.120850210E0
6.907429532E0,-5.111694336E-2,4.165802002E-1,-4.102035522E0,4.123450913E0
6.911396817E0,-5.430603027E-2,4.421386719E-1,-4.097778320E0,4.121919809E0
