"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.240803555E0,-1.052856445E-3,1.129150391E-3,-1.831054688E-3,2.395046673E-3
1.244770840E0,-1.052856445E-3,6.103515625E-5,2.899169922E-4,1.093747616E-3
1.248738126E0,1.525878906E-5,-1.007080078E-3,-7.781982422E-4,1.272806198E-3
1.252705411E0,2.151489258E-3,6.103515625E-5,2.899169922E-4,2.171792619E-3
1.256703213E0,5.340576172E-3,-2.075195312E-3,-1.831054688E-3,6.015060324E-3
1.260670499E0,1.525878906E-5,-2.075195312E-3,-1.831054688E-3,2.767567467E-3
1.264637784E0,2.151489258E-3,6.103515625E-5,-7.781982422E-4,2.288716632E-3
1.268605069E0,-1.052856445E-3,-1.007080078E-3,-7.781982422E-4,1.651759511E-3
1.272572354E0,1.083374023E-3,6.103515625E-5,2.899169922E-4,1.123154676E-3
1.276539639E0,1.525878906E-5,2.197265625E-3,2.899169922E-4,2.216362091E-3
1.280506924E0,1.525878906E-5,1.129150391E-3,2.899169922E-4,1.165875335E-3
1.284474210E0,2.151489258E-3,-1.007080078E-3,-7.781982422E-4,2.499741750E-3
1.288472012E0,1.525878906E-5,-2.075195312E-3,-1.831054688E-3,2.767567467E-3
1.292439297E0,1.083374023E-3,-1.007080078E-3,-7.781982422E-4,1.671377295E-3
1.296406583E0,-1.052856445E-3,-1.007080078E-3,1.358032227E-3,1.991725008E-3
1.300373868E0,2.151489258E-3,-1.007080078E-3,2.899169922E-4,2.393150261E-3
1.304341153E0,1.083374023E-3,-2.075195312E-3,1.358032227E-3,2.706360358E-3
1.308308438E0,2.151489258E-3,6.103515625E-5,1.358032227E-3,2.544972072E-3
1.312275723E0,1.525878906E-5,6.103515625E-5,-7.781982422E-4,7.807372318E-4
1.316243008E0,-2.120971680E-3,1.129150391E-3,2.899169922E-4,2.420238280E-3
1.320210294E0,-2.120971680E-3,1.129150391E-3,1.358032227E-3,2.760027717E-3
1.324208096E0,-1.052856445E-3,-1.007080078E-3,2.899169922E-4,1.485519721E-3
1.328175381E0,1.083374023E-3,-1.007080078E-3,1.358032227E-3,2.008024175E-3
1.332142667E0,1.525878906E-5,1.129150391E-3,2.899169922E-4,1.165875335E-3
1.336109952E0,-2.120971680E-3,-1.007080078E-3,-7.781982422E-4,2.473524541E-3
1.340077237E0,-2.120971680E-3,-1.007080078E-3,2.899169922E-4,2.365752103E-3
1.344044522E0,1.525878906E-5,-2.075195312E-3,2.899169922E-4,2.095404562E-3
1.348011807E0,1.525878906E-5,-1.007080078E-3,-7.781982422E-4,1.272806198E-3
1.351979092E0,1.083374023E-3,-1.007080078E-3,2.899169922E-4,1.507302697E-3
1.355946378E0,-1.052856445E-3,-2.075195312E-3,2.899169922E-4,2.344993420E-3
1.359944180E0,1.525878906E-5,6.103515625E-5,1.358032227E-3,1.359488746E-3
1.363911465E0,1.083374023E-3,1.129150391E-3,2.899169922E-4,1.591455856E-3
1.367878751E0,-1.052856445E-3,1.129150391E-3,2.899169922E-4,1.570840272E-3
1.371846036E0,-2.120971680E-3,6.103515625E-5,1.358032227E-3,2.519225612E-3
1.375813321E0,-1.052856445E-3,-1.007080078E-3,-7.781982422E-4,1.651759511E-3
1.379780606E0,2.151489258E-3,6.103515625E-5,2.899169922E-4,2.171792619E-3
1.383747891E0,-1.052856445E-3,-1.007080078E-3,2.899169922E-4,1.485519721E-3
1.387715176E0,-2.120971680E-3,6.103515625E-5,2.899169922E-4,2.141564386E-3
1.391682462E0,-2.120971680E-3,1.129150391E-3,-7.781982422E-4,2.525686832E-3
1.395680264E0,-4.241943359E-3,-3.128051758E-3,-5.035400391E-3,7.289310554E-3
1.399647549E0,-3.173828125E-3,6.103515625E-5,-6.103515625E-3,6.879666652E-3
1.403614835E0,7.476806641E-3,2.197265625E-3,-6.103515625E-3,9.898662372E-3
1.407582120E0,1.387023926E-2,6.103515625E-5,-6.103515625E-3,1.515388285E-2
1.411549405E0,-4.241943359E-3,4.318237305E-3,-8.224487305E-3,1.021192677E-2
1.415516690E0,-2.449035645E-2,1.071166992E-2,-6.103515625E-3,2.741843056E-2
1.419483975E0,-1.596069336E-2,3.250122070E-3,-1.142883301E-2,1.989787049E-2
1.423451260E0,6.408691406E-3,-8.468627930E-3,-1.568603516E-2,1.894309065E-2
1.427449063E0,1.599121094E-2,1.129150391E-3,-1.782226562E-2,2.397137793E-2
1.431416348E0,4.272460938E-3,1.284790039E-2,-2.101135254E-2,2.499598773E-2
1.435383633E0,-1.383972168E-2,1.924133301E-2,-1.782226562E-2,2.965467828E-2
1.439350919E0,-2.128601074E-2,1.177978516E-2,-1.994323730E-2,3.145775430E-2
1.443318204E0,-1.596069336E-2,-8.468627930E-3,-2.740478516E-2,3.282504594E-2
1.447285489E0,-1.052856445E-3,-1.379394531E-2,-3.059387207E-2,3.357627797E-2
1.451252774E0,6.408691406E-3,1.129150391E-3,-3.379821777E-2,3.441897487E-2
1.455220059E0,5.340576172E-3,1.710510254E-2,-3.698730469E-2,4.109947682E-2
1.459187344E0,-6.378173828E-3,1.710510254E-2,-3.698730469E-2,4.124713738E-2
1.463185147E0,-1.809692383E-2,8.575439453E-3,-4.019165039E-2,4.490440485E-2
1.467152432E0,-1.277160645E-2,-8.468627930E-3,-4.444885254E-2,4.701629592E-2
1.471119717E0,-3.173828125E-3,-1.484680176E-2,-4.551696777E-2,4.798223695E-2
1.475087003E0,9.597778320E-3,-7.400512695E-3,-5.191040039E-2,5.330642180E-2
1.479054288E0,8.529663086E-3,6.454467773E-3,-5.723571777E-2,5.822664936E-2
1.483021573E0,2.151489258E-3,2.136230469E-2,-5.935668945E-2,6.312046855E-2
1.486988858E0,-3.173828125E-3,1.817321777E-2,-6.149291992E-2,6.420060926E-2
1.490956143E0,-3.173828125E-3,1.129150391E-3,-6.256103516E-2,6.265166626E-2
1.494953946E0,1.083374023E-3,-1.272583008E-2,-6.681823730E-2,6.802791550E-2
1.498921231E0,8.529663086E-3,-1.058959961E-2,-7.214355469E-2,7.341380834E-2
1.502888516E0,1.280212402E-2,7.522583008E-3,-7.746887207E-2,7.887908325E-2
1.506855801E0,1.066589355E-2,2.349853516E-2,-8.172607422E-2,8.570352179E-2
1.510823087E0,3.204345703E-3,2.563476562E-2,-8.386230469E-2,8.775132584E-2
1.514790372E0,-1.052856445E-3,2.029418945E-2,-9.025573730E-2,9.251519199E-2
1.519032315E0,1.083374023E-3,6.454467773E-3,-9.239196777E-2,9.262348278E-2
1.526692227E0,8.529663086E-3,9.643554688E-3,-1.019744873E-1,1.027839937E-1
1.530690030E0,7.476806641E-3,2.668762207E-2,-1.072998047E-1,1.108213874E-1
1.534657315E0,2.151489258E-3,3.521728516E-2,-1.147613525E-1,1.200627091E-1
1.538624600E0,-2.120971680E-3,2.989196777E-2,-1.179504395E-1,1.216977174E-1
1.542591885E0,-1.052856445E-3,1.817321777E-2,-1.254119873E-1,1.267262440E-1
1.546559170E0,2.151489258E-3,1.071166992E-2,-1.307373047E-1,1.311930319E-1
1.550526456E0,4.272460938E-3,1.177978516E-2,-1.360626221E-1,1.366384074E-1
1.554493741E0,3.204345703E-3,2.136230469E-2,-1.413879395E-1,1.430285472E-1
1.558461026E0,1.525878906E-5,2.775573730E-2,-1.467132568E-1,1.493156419E-1
1.562458829E0,-6.378173828E-3,2.456665039E-2,-1.552429199E-1,1.573040546E-1
1.566426114E0,-5.310058594E-3,1.391601562E-2,-1.595001221E-1,1.601940734E-1
1.570393399E0,-5.310058594E-3,1.496887207E-2,-1.605682373E-1,1.613518599E-1
1.574360684E0,1.083374023E-3,2.243041992E-2,-1.733398438E-1,1.747884403E-1
1.578327969E0,1.083374023E-3,2.243041992E-2,-1.839904785E-1,1.853558567E-1
1.582295254E0,1.525878906E-5,2.563476562E-2,-1.861267090E-1,1.878837227E-1
1.586262540E0,-5.310058594E-3,2.243041992E-2,-1.914520264E-1,1.928346412E-1
1.590229825E0,-8.514404297E-3,1.710510254E-2,-1.999816895E-1,2.008923984E-1
1.594227628E0,-6.378173828E-3,2.563476562E-2,-2.063751221E-1,2.080589179E-1
1.598194913E0,-1.052856445E-3,2.775573730E-2,-2.159576416E-1,2.177365207E-1
1.602162198E0,1.525878906E-5,1.603698730E-2,-2.266082764E-1,2.271750341E-1
1.606129483E0,-3.173828125E-3,2.029418945E-2,-2.330017090E-1,2.339053734E-1
1.610096768E0,-1.277160645E-2,3.096008301E-2,-2.393951416E-1,2.417264456E-1
1.614064053E0,-1.063537598E-2,2.989196777E-2,-2.479095459E-1,2.499315584E-1
1.618031338E0,-3.173828125E-3,2.029418945E-2,-2.553710938E-1,2.561958681E-1
1.621998624E0,1.525878906E-5,2.349853516E-2,-2.660217285E-1,2.670575620E-1
1.625965909E0,-1.052856445E-3,3.096008301E-2,-2.745513916E-1,2.762935068E-1
1.629963712E0,-2.120971680E-3,2.882385254E-2,-2.809295654E-1,2.824123470E-1
1.633930997E0,-7.446289062E-3,2.989196777E-2,-2.915954590E-1,2.932181588E-1
1.637898282E0,-7.446289062E-3,2.775573730E-2,-3.011779785E-1,3.025458691E-1
1.641865567E0,-6.378173828E-3,2.989196777E-2,-3.096923828E-1,3.111970161E-1
1.645832852E0,-2.120971680E-3,2.456665039E-2,-3.171539307E-1,3.181110413E-1
1.649800137E0,-2.120971680E-3,2.989196777E-2,-3.288726807E-1,3.302351713E-1
1.653767422E0,-3.173828125E-3,3.628540039E-2,-3.395233154E-1,3.414714998E-1
1.657734708E0,-5.310058594E-3,3.947448730E-2,-3.469848633E-1,3.492634066E-1
1.661732510E0,-6.378173828E-3,3.840637207E-2,-3.587036133E-1,3.608102170E-1
1.665699795E0,-3.173828125E-3,3.414916992E-2,-3.693542480E-1,3.709431217E-1
1.669667081E0,-3.173828125E-3,3.840637207E-2,-3.810729980E-1,3.830166477E-1
1.673634366E0,-2.120971680E-3,4.586791992E-2,-3.906555176E-1,3.933447572E-1
1.677601651E0,-6.378173828E-3,4.479980469E-2,-4.034423828E-1,4.059722402E-1
1.681568936E0,-9.567260742E-3,4.373168945E-2,-4.130249023E-1,4.154438146E-1
1.685536221E0,-9.567260742E-3,4.800415039E-2,-4.236755371E-1,4.264937182E-1
1.689503506E0,-7.446289062E-3,4.373168945E-2,-4.343414307E-1,4.366009463E-1
1.693470792E0,-6.378173828E-3,4.373168945E-2,-4.471130371E-1,4.492918981E-1
1.697438077E0,-5.310058594E-3,4.693603516E-2,-4.588317871E-1,4.612567582E-1
1.701435879E0,-9.567260742E-3,5.438232422E-2,-4.726867676E-1,4.759009875E-1
1.705403165E0,-9.567260742E-3,5.226135254E-2,-4.822692871E-1,4.851870224E-1
1.709370450E0,-9.567260742E-3,5.119323730E-2,-4.971923828E-1,4.999125379E-1
1.713337735E0,-8.514404297E-3,4.905700684E-2,-5.078430176E-1,5.102779787E-1
1.717305020E0,-7.446289062E-3,4.905700684E-2,-5.163574219E-1,5.187359871E-1
1.721272305E0,-9.567260742E-3,5.119323730E-2,-5.280761719E-1,5.306380342E-1
1.725239590E0,-7.446289062E-3,5.226135254E-2,-5.408630371E-1,5.434330880E-1
1.729206876E0,-6.378173828E-3,5.332946777E-2,-5.515136719E-1,5.541227693E-1
1.733174161E0,-7.446289062E-3,5.332946777E-2,-5.653686523E-1,5.679271013E-1
1.737171963E0,-6.378173828E-3,5.226135254E-2,-5.749511719E-1,5.773567183E-1
1.741139249E0,-7.446289062E-3,5.438232422E-2,-5.856018066E-1,5.881686496E-1
1.745106534E0,-5.310058594E-3,5.758666992E-2,-5.973205566E-1,6.001135465E-1
1.749073819E0,-5.310058594E-3,5.865478516E-2,-6.069030762E-1,6.097539868E-1
1.753041104E0,-6.378173828E-3,5.972290039E-2,-6.207580566E-1,6.236570138E-1
1.757008389E0,-6.378173828E-3,5.972290039E-2,-6.292724609E-1,6.321323722E-1
1.760975674E0,-6.378173828E-3,5.865478516E-2,-6.399383545E-1,6.426524430E-1
1.764942960E0,-8.514404297E-3,6.077575684E-2,-6.495208740E-1,6.524136368E-1
1.768910245E0,-6.378173828E-3,6.077575684E-2,-6.612396240E-1,6.640573877E-1
1.772908047E0,-5.310058594E-3,6.398010254E-2,-6.718902588E-1,6.749504946E-1
1.776875333E0,-6.378173828E-3,6.610107422E-2,-6.814727783E-1,6.847007965E-1
1.780873135E0,-6.378173828E-3,6.610107422E-2,-6.910705566E-1,6.942539502E-1
1.784840420E0,-9.567260742E-3,6.930541992E-2,-7.038421631E-1,7.073107975E-1
1.788777188E0,-9.567260742E-3,6.930541992E-2,-7.134399414E-1,7.168621372E-1
1.792744473E0,-1.063537598E-2,7.249450684E-2,-7.240905762E-1,7.277882434E-1
1.796711758E0,-1.063537598E-2,7.463073730E-2,-7.336730957E-1,7.375358090E-1
1.800709561E0,-1.063537598E-2,7.356262207E-2,-7.411346436E-1,7.448524219E-1
1.804646329E0,-1.277160645E-2,7.781982422E-2,-7.528533936E-1,7.569724375E-1
1.808644131E0,-1.489257812E-2,7.995605469E-2,-7.656250000E-1,7.699327245E-1
1.812611417E0,-1.170349121E-2,8.102416992E-2,-7.741546631E-1,7.784711492E-1
1.816578702E0,-1.170349121E-2,7.888793945E-2,-7.826690674E-1,7.867217728E-1
1.820545987E0,-1.170349121E-2,8.102416992E-2,-7.943878174E-1,7.985949488E-1
1.824513272E0,-1.277160645E-2,8.102416992E-2,-8.039855957E-1,8.081589374E-1
1.828480557E0,-1.277160645E-2,8.528137207E-2,-8.157043457E-1,8.202497217E-1
1.832447842E0,-1.277160645E-2,8.634948730E-2,-8.252868652E-1,8.298902083E-1
1.836415128E0,-1.170349121E-2,8.741760254E-2,-8.348693848E-1,8.395151568E-1
1.840382413E0,-1.063537598E-2,8.741760254E-2,-8.465881348E-1,8.511559307E-1
1.844380215E0,-8.514404297E-3,8.634948730E-2,-8.583068848E-1,8.626815389E-1
1.848347501E0,-8.514404297E-3,8.953857422E-2,-8.710937500E-1,8.757248270E-1
1.852314786E0,-1.170349121E-2,9.167480469E-2,-8.806762695E-1,8.855122434E-1
1.856282071E0,-9.567260742E-3,9.060668945E-2,-8.913269043E-1,8.959714030E-1
1.860249356E0,-1.277160645E-2,9.381103516E-2,-9.051818848E-1,9.101197002E-1
1.864216641E0,-9.567260742E-3,9.060668945E-2,-9.158325195E-1,9.203533607E-1
1.868183926E0,-8.514404297E-3,9.167480469E-2,-9.254150391E-1,9.299837415E-1
1.872151212E0,-9.567260742E-3,9.381103516E-2,-9.360809326E-1,9.408185559E-1
1.876118497E0,-8.514404297E-3,9.593200684E-2,-9.477996826E-1,9.526802629E-1
1.880116299E0,-1.063537598E-2,9.274291992E-2,-9.573822021E-1,9.619225756E-1
1.884083585E0,-1.063537598E-2,9.381103516E-2,-9.712219238E-1,9.758000035E-1
1.888050870E0,-1.063537598E-2,9.593200684E-2,-9.818878174E-1,9.866203662E-1
1.892018155E0,-1.170349121E-2,9.486389160E-2,-9.925384521E-1,9.971302365E-1
1.895985440E0,-1.063537598E-2,9.806823730E-2,-1.003189087E0,1.008027199E0
1.899952725E0,-1.170349121E-2,9.913635254E-2,-1.014907837E0,1.019805327E0
1.903920010E0,-1.170349121E-2,1.001892090E-1,-1.023422241E0,1.028381220E0
1.907887295E0,-1.383972168E-2,9.913635254E-2,-1.031951904E0,1.036795200E0
1.911854581E0,-1.489257812E-2,1.001892090E-1,-1.044738770E0,1.049637444E0
1.915852383E0,-1.170349121E-2,1.044616699E-1,-1.054321289E0,1.059548297E0
1.919819669E0,-1.063537598E-2,1.023254395E-1,-1.063903809E0,1.068866185E0
1.923786954E0,-1.170349121E-2,1.055145264E-1,-1.073486328E0,1.078722941E0
1.927754239E0,-1.383972168E-2,1.076507568E-1,-1.082015991E0,1.087446012E0
1.931721524E0,-1.489257812E-2,1.076507568E-1,-1.091598511E0,1.096994887E0
1.935688809E0,-1.383972168E-2,1.108551025E-1,-1.101196289E0,1.106848526E0
1.939656094E0,-1.277160645E-2,1.108551025E-1,-1.110778809E0,1.116369800E0
1.943653897E0,-1.277160645E-2,1.140441895E-1,-1.119293213E0,1.125160650E0
1.947621182E0,-1.277160645E-2,1.140441895E-1,-1.129959106E0,1.135771444E0
1.951588467E0,-1.277160645E-2,1.183013916E-1,-1.139541626E0,1.145737077E0
1.955555753E0,-1.170349121E-2,1.183013916E-1,-1.148056030E0,1.154194455E0
1.959523038E0,-6.378173828E-3,1.183013916E-1,-1.159774780E0,1.165810208E0
1.963490323E0,-9.567260742E-3,1.204376221E-1,-1.167236328E0,1.173472368E0
1.967457608E0,-1.063537598E-2,1.204376221E-1,-1.176818848E0,1.183013496E0
1.971424893E0,-1.063537598E-2,1.236267090E-1,-1.187484741E0,1.193950035E0
1.975422696E0,-1.170349121E-2,1.268310547E-1,-1.195999146E0,1.202762256E0
1.979389981E0,-1.277160645E-2,1.257629395E-1,-1.206649780E0,1.213253116E0
1.983357266E0,-1.277160645E-2,1.257629395E-1,-1.217300415E0,1.223846286E0
1.987324551E0,-1.170349121E-2,1.268310547E-1,-1.227951050E0,1.234539132E0
1.991291837E0,-1.277160645E-2,1.278991699E-1,-1.235412598E0,1.242081156E0
1.995259122E0,-1.170349121E-2,1.310882568E-1,-1.246063232E0,1.252994286E0
1.999226407E0,-1.277160645E-2,1.278991699E-1,-1.257781982E0,1.264332562E0
2.003224210E0,-1.489257812E-2,1.310882568E-1,-1.268432617E0,1.275275352E0
2.007191495E0,-1.277160645E-2,1.289520264E-1,-1.280151367E0,1.286693150E0
2.011158780E0,-1.277160645E-2,1.278991699E-1,-1.290802002E0,1.297185846E0
2.015126065E0,-1.277160645E-2,1.321563721E-1,-1.298263550E0,1.305035120E0
2.019093350E0,-1.383972168E-2,1.321563721E-1,-1.312118530E0,1.318829740E0
2.023060635E0,-1.277160645E-2,1.321563721E-1,-1.322769165E0,1.329415919E0
2.027027920E0,-1.383972168E-2,1.332244873E-1,-1.333419800E0,1.340130092E0
2.031025723E0,-1.596069336E-2,1.342773438E-1,-1.345138550E0,1.351918218E0
2.034993008E0,-1.596069336E-2,1.332244873E-1,-1.357925415E0,1.364538362E0
2.038960294E0,-1.277160645E-2,1.353454590E-1,-1.366439819E0,1.373185817E0
2.042927579E0,-1.277160645E-2,1.364135742E-1,-1.380294800E0,1.387078048E0
2.046894864E0,-1.809692383E-2,1.406707764E-1,-1.389877319E0,1.397095104E0
2.050862149E0,-1.702880859E-2,1.385498047E-1,-1.400527954E0,1.407467434E0
2.054829434E0,-1.809692383E-2,1.406707764E-1,-1.410110474E0,1.417225216E0
2.058796719E0,-1.596069336E-2,1.385498047E-1,-1.423965454E0,1.430778951E0
2.062764004E0,-1.809692383E-2,1.438751221E-1,-1.433547974E0,1.440863402E0
2.066761807E0,-1.702880859E-2,1.449432373E-1,-1.445266724E0,1.452616407E0
2.070729092E0,-1.809692383E-2,1.470642090E-1,-1.455917358E0,1.463437985E0
2.074696378E0,-2.021789551E-2,1.481323242E-1,-1.469772339E0,1.477356652E0
2.078663663E0,-1.809692383E-2,1.513214111E-1,-1.479354858E0,1.487184072E0
2.082630948E0,-1.809692383E-2,1.502685547E-1,-1.491073608E0,1.498735681E0
2.086598233E0,-1.809692383E-2,1.523895264E-1,-1.501724243E0,1.509544888E0
2.090565518E0,-1.809692383E-2,1.513214111E-1,-1.510253906E0,1.517923756E0
2.094532803E0,-1.809692383E-2,1.534576416E-1,-1.525161743E0,1.532969370E0
2.098530606E0,-1.916503906E-2,1.587829590E-1,-1.535812378E0,1.544117543E0
2.102497891E0,-1.809692383E-2,1.577148438E-1,-1.548599243E0,1.556714838E0
2.106465176E0,-1.916503906E-2,1.577148438E-1,-1.560317993E0,1.568385638E0
2.110432462E0,-1.702880859E-2,1.598510742E-1,-1.570968628E0,1.579172181E0
2.114460782E0,-1.489257812E-2,1.619873047E-1,-1.585891724E0,1.594212732E0
2.118367032E0,-1.702880859E-2,1.619873047E-1,-1.594406128E0,1.602704205E0
2.122334317E0,-1.702880859E-2,1.641082764E-1,-1.607192993E0,1.615639447E0
2.126301602E0,-2.021789551E-2,1.673126221E-1,-1.618911743E0,1.627660133E0
2.130268887E0,-1.809692383E-2,1.641082764E-1,-1.629562378E0,1.637904933E0
2.134236172E0,-1.596069336E-2,1.630401611E-1,-1.642349243E0,1.650499280E0
2.138233975E0,-1.596069336E-2,1.651763916E-1,-1.652999878E0,1.661308695E0
2.142201260E0,-1.916503906E-2,1.705017090E-1,-1.663650513E0,1.672474562E0
2.146168545E0,-1.809692383E-2,1.705017090E-1,-1.678558350E0,1.687292643E0
2.150135831E0,-1.596069336E-2,1.683654785E-1,-1.687088013E0,1.695543465E0
2.154103116E0,-1.383972168E-2,1.694335938E-1,-1.700927734E0,1.709401778E0
2.158070401E0,-1.702880859E-2,1.694335938E-1,-1.710525513E0,1.718980876E0
2.162037686E0,-1.916503906E-2,1.726379395E-1,-1.723312378E0,1.732044084E0
2.166004971E0,-1.809692383E-2,1.737060547E-1,-1.735015869E0,1.743783633E0
2.169972256E0,-1.809692383E-2,1.737060547E-1,-1.747802734E0,1.756506672E0
2.173939542E0,-2.021789551E-2,1.747589111E-1,-1.756332397E0,1.765121223E0
2.177937344E0,-2.128601074E-2,1.758270264E-1,-1.770172119E0,1.779010278E0
2.181904629E0,-2.128601074E-2,1.747589111E-1,-1.779769897E0,1.788455943E0
2.185871915E0,-2.021789551E-2,1.747589111E-1,-1.789352417E0,1.797979842E0
2.189839200E0,-2.235412598E-2,1.747589111E-1,-1.801071167E0,1.809667851E0
2.193806485E0,-2.555847168E-2,1.790313721E-1,-1.808532715E0,1.817552213E0
2.197773770E0,-2.449035645E-2,1.790313721E-1,-1.822372437E0,1.831309178E0
2.201741055E0,-2.235412598E-2,1.758270264E-1,-1.831954956E0,1.840509117E0
2.205708340E0,-2.021789551E-2,1.779632568E-1,-1.842620850E0,1.851305291E0
2.209675626E0,-2.342224121E-2,1.843566895E-1,-1.854339600E0,1.863628542E0
2.213642911E0,-2.342224121E-2,1.928710938E-1,-1.864990234E0,1.875083047E0
2.217640713E0,-2.767944336E-2,1.907501221E-1,-1.875640869E0,1.885518611E0
2.221607999E0,-2.235412598E-2,1.864776611E-1,-1.884155273E0,1.893492730E0
2.225575284E0,-2.235412598E-2,1.864776611E-1,-1.895874023E0,1.905154046E0
2.229542569E0,-2.021789551E-2,1.907501221E-1,-1.904403687E0,1.914039648E0
2.233509854E0,-2.128601074E-2,1.981964111E-1,-1.916122437E0,1.926463107E0
2.237477139E0,-2.449035645E-2,1.960754395E-1,-1.923568726E0,1.933691288E0
2.241444424E0,-2.449035645E-2,1.939392090E-1,-1.932098389E0,1.941961992E0
2.245411710E0,-2.555847168E-2,1.939392090E-1,-1.944885254E0,1.954698008E0
2.249378995E0,-2.235412598E-2,1.939392090E-1,-1.953399658E0,1.963130752E0
2.253376797E0,-2.235412598E-2,1.950073242E-1,-1.962982178E0,1.972771298E0
2.257344083E0,-2.235412598E-2,2.014007568E-1,-1.973648071E0,1.984023357E0
2.261311368E0,-2.342224121E-2,2.056579590E-1,-1.985366821E0,1.996127554E0
2.265278653E0,-2.449035645E-2,2.045898438E-1,-1.994949341E0,2.005562179E0
2.269245938E0,-2.555847168E-2,2.014007568E-1,-2.004531860E0,2.014786212E0
2.273213223E0,-2.342224121E-2,2.014007568E-1,-2.013061523E0,2.023246788E0
2.277180508E0,-2.128601074E-2,2.014007568E-1,-2.023712158E0,2.033820606E0
2.281147794E0,-2.235412598E-2,2.045898438E-1,-2.032226562E0,2.042621236E0
2.285115079E0,-2.449035645E-2,2.056579590E-1,-2.042877197E0,2.053349025E0
2.289112881E0,-2.661132812E-2,2.067260742E-1,-2.052474976E0,2.063031109E0
2.293080167E0,-2.555847168E-2,2.056579590E-1,-2.060989380E0,2.071382547E0
2.297047452E0,-2.874755859E-2,2.035217285E-1,-2.070587158E0,2.080763969E0
2.301014737E0,-2.449035645E-2,2.035217285E-1,-2.080169678E0,2.090245622E0
2.304982022E0,-2.449035645E-2,2.067260742E-1,-2.089752197E0,2.100095163E0
2.308949307E0,-2.661132812E-2,2.131195068E-1,-2.100402832E0,2.111355049E0
2.312916592E0,-2.555847168E-2,2.131195068E-1,-2.111068726E0,2.121952950E0
2.316883878E0,-2.342224121E-2,2.120513916E-1,-2.117446899E0,2.128167232E0
2.320851163E0,-2.767944336E-2,2.088470459E-1,-2.124908447E0,2.135326474E0
2.324848965E0,-2.449035645E-2,2.099151611E-1,-2.133438110E0,2.143880203E0
2.328816251E0,-2.555847168E-2,2.141723633E-1,-2.141952515E0,2.152785083E0
2.332783536E0,-2.235412598E-2,2.163085938E-1,-2.149414062E0,2.160386523E0
2.336750821E0,-2.342224121E-2,2.173767090E-1,-2.155807495E0,2.166865753E0
2.340718106E0,-2.235412598E-2,2.152404785E-1,-2.165390015E0,2.176176024E0
2.344685391E0,-1.916503906E-2,2.163085938E-1,-2.172851562E0,2.183675942E0
2.348652676E0,-2.021789551E-2,2.195129395E-1,-2.179244995E0,2.190366052E0
2.352619962E0,-2.128601074E-2,2.205657959E-1,-2.188827515E0,2.200015512E0
2.356617764E0,-1.916503906E-2,2.216339111E-1,-2.195220947E0,2.206464116E0
2.360585049E0,-1.916503906E-2,2.227020264E-1,-2.201614380E0,2.212932301E0
2.364552335E0,-2.021789551E-2,2.280273438E-1,-2.210128784E0,2.221952852E0
2.368519620E0,-2.235412598E-2,2.269592285E-1,-2.215454102E0,2.227161214E0
2.372486905E0,-2.128601074E-2,2.269592285E-1,-2.221847534E0,2.233510701E0
2.376454190E0,-2.449035645E-2,2.301635742E-1,-2.228240967E0,2.240230536E0
2.380421475E0,-2.128601074E-2,2.280273438E-1,-2.235702515E0,2.247401899E0
2.384388760E0,-2.235412598E-2,2.312164307E-1,-2.241027832E0,2.253034951E0
2.388386563E0,-2.021789551E-2,2.344207764E-1,-2.246353149E0,2.258642144E0
2.392353848E0,-2.128601074E-2,2.344207764E-1,-2.253799438E0,2.266057833E0
2.396321133E0,-2.235412598E-2,2.344207764E-1,-2.259140015E0,2.271379848E0
2.400288419E0,-2.449035645E-2,2.354888916E-1,-2.265518188E0,2.277855891E0
2.404255704E0,-2.449035645E-2,2.365570068E-1,-2.270858765E0,2.283278022E0
2.408222989E0,-2.342224121E-2,2.386779785E-1,-2.277236938E0,2.289830529E0
2.412190274E0,-2.342224121E-2,2.429351807E-1,-2.283630371E0,2.296635316E0
2.416157559E0,-2.555847168E-2,2.450714111E-1,-2.288955688E0,2.302179701E0
2.420155362E0,-2.342224121E-2,2.461395264E-1,-2.295349121E0,2.308627483E0
2.424122647E0,-2.342224121E-2,2.450714111E-1,-2.300674438E0,2.313808866E0
2.428089932E0,-2.342224121E-2,2.440032959E-1,-2.307067871E0,2.320053528E0
2.432057217E0,-2.342224121E-2,2.450714111E-1,-2.310272217E0,2.323352387E0
