"Time (s),""Linear Acceleration x (m/s^2)"",""Linear Acceleration y (m/s^2)"",""Linear Acceleration z (m/s^2)"",""Absolute acceleration (m/s^2)"""
3.804542077E0,-2.841705456E-2,4.729043692E-2,2.298259735E-2,5.976716653E-2
3.808539880E0,-2.377720922E-2,1.844738424E-2,6.791210175E-2,7.428132489E-2
3.812507165E0,-4.289990664E-2,-6.943395734E-2,1.860513687E-1,2.031664052E-1
3.816504968E0,2.382358909E-2,-2.360517532E-2,1.940021515E-1,1.968796650E-1
3.820441735E0,7.144264132E-2,7.405109704E-3,1.757574081E-1,1.898671988E-1
3.824439538E0,1.907918975E-2,-2.609423548E-2,3.354072571E-3,3.249883705E-2
3.828406823E0,-2.400632948E-3,4.685714841E-3,-1.106281281E-1,1.107533371E-1
3.832374108E0,-1.942386851E-2,9.274952114E-3,-9.309291840E-2,9.554895531E-2
3.836341393E0,4.664542899E-2,-1.204171777E-2,1.925945282E-2,5.188184205E-2
3.840339196E0,1.148991808E-1,-2.346583456E-2,1.948032379E-1,2.273780303E-1
3.844306481E0,1.169887930E-1,-6.445325911E-3,2.762699127E-1,3.000882947E-1
3.848273766E0,5.811782181E-2,7.891230285E-3,2.431058884E-1,2.500808383E-1
3.852241051E0,-1.195795089E-2,1.491270214E-2,1.959800720E-1,1.969100554E-1
3.856208337E0,-4.630488902E-2,2.843178809E-3,1.587486267E-1,1.653884908E-1
3.860206139E0,-2.882270515E-2,7.599636912E-3,2.049102783E-1,2.070669577E-1
3.864173425E0,2.836509794E-2,1.950036734E-2,1.652059555E-1,1.687538173E-1
3.868140710E0,3.516056761E-2,-1.865573972E-2,2.136878967E-1,2.173633349E-1
3.872107995E0,8.920896798E-3,-6.662130356E-3,1.549377441E-1,1.553372812E-1
3.876105798E0,1.173140109E-2,-8.980542421E-3,1.773910522E-1,1.780052284E-1
3.880073083E0,-1.156060398E-2,1.021138579E-2,2.685050964E-1,2.689477770E-1
3.884040368E0,-3.539159894E-3,-2.289177477E-2,3.541250229E-1,3.548817984E-1
3.888007653E0,-2.153403684E-2,-3.932895511E-2,3.250617981E-1,3.281396868E-1
3.891974938E0,-4.168588296E-2,-5.348928273E-2,1.988868713E-1,2.101304447E-1
3.895972741E0,-6.202637777E-2,-5.938343704E-3,3.579711914E-2,7.186076262E-2
3.899940026E0,-7.090990245E-2,1.781219244E-2,-1.435852051E-2,7.450943280E-2
3.903907311E0,4.481002688E-4,2.024989575E-2,1.163434982E-1,1.180934742E-1
3.907874596E0,-1.189122349E-2,-3.656795621E-2,3.290433884E-1,3.312826105E-1
3.911872399E0,-2.814993262E-2,-2.764083445E-3,4.497604370E-1,4.506489871E-1
3.915839684E0,1.336571574E-2,-2.418918908E-2,3.106956482E-1,3.119223381E-1
3.919806969E0,-1.654869318E-2,-1.016613841E-2,6.593322754E-2,6.873427173E-2
3.923774255E0,-1.844779029E-2,2.024415135E-2,-1.649141312E-1,1.671730160E-1
3.927772057E0,-4.769403487E-3,2.699314803E-2,-2.038984299E-1,2.057327075E-1
3.931739343E0,-3.775060177E-3,5.556069314E-3,-5.500793457E-2,5.541654853E-2
3.935706628E0,6.147662923E-2,-1.064254344E-2,1.971092224E-1,2.067478784E-1
3.939673913E0,7.259474695E-2,2.311087400E-2,3.616676331E-1,3.696046355E-1
3.943641198E0,7.512398064E-2,-1.257396489E-2,3.776464462E-1,3.852512887E-1
3.947639001E0,2.357720211E-2,-1.272025704E-2,2.083024979E-1,2.100181421E-1
3.951606286E0,-2.775968984E-2,-1.110851765E-3,3.088188171E-2,4.153943897E-2
3.955573571E0,-2.964862064E-2,4.133843631E-2,-1.118211746E-1,1.228490216E-1
3.959540856E0,1.049686596E-2,3.153502941E-2,-9.902858734E-2,1.044571845E-1
3.963508141E0,9.038513899E-2,-2.544530481E-2,7.512378693E-2,1.202519033E-1
3.967505944E0,4.885765538E-2,-8.278310299E-3,2.786788940E-1,2.830503964E-1
3.971473229E0,5.810939893E-2,-3.403089195E-2,2.977218628E-1,3.052427091E-1
3.975440514E0,-6.053324789E-2,1.958608627E-3,2.691259384E-1,2.758566312E-1
3.979407800E0,-5.231096596E-2,-3.613541275E-2,2.027740479E-1,2.125076933E-1
3.983375085E0,-2.070913464E-2,2.565269172E-2,9.661960602E-2,1.020895544E-1
3.987372887E0,-5.157083273E-2,1.810204983E-2,1.983928680E-2,5.814492495E-2
3.991340173E0,8.029192686E-4,8.324638009E-3,-3.967285156E-2,4.054478300E-2
3.995307458E0,7.590763271E-3,-1.272618771E-3,-2.748107910E-2,2.853855207E-2
3.999274743E0,7.153581828E-3,-3.446242213E-2,2.973079681E-2,4.607333883E-2
4.003272546E0,-5.489332601E-2,-1.026300341E-2,1.363248825E-1,1.473196527E-1
4.007239831E0,-5.443238094E-2,1.385970414E-2,2.990016937E-1,3.042318004E-1
4.011207116E0,-4.901352897E-2,1.866547018E-2,3.677501678E-1,3.714712798E-1
4.015174401E0,-1.960414648E-2,-4.800324142E-2,3.029518127E-1,3.073571775E-1
4.019172204E0,-6.981499493E-3,-3.115583956E-2,1.674699783E-1,1.704864256E-1
4.023139489E0,-6.499864161E-3,4.720500857E-2,4.024314880E-2,6.237044247E-2
4.027106774E0,-2.305702120E-2,1.811026037E-2,-4.081726074E-2,5.025591042E-2
4.031074059E0,1.469818130E-2,-9.456351399E-4,1.650619507E-2,2.212205314E-2
4.035071862E0,2.836700156E-2,-7.767036557E-3,2.063112259E-1,2.083970623E-1
4.039039147E0,2.825988084E-2,6.916180253E-3,3.755321503E-1,3.766574708E-1
4.043006432E0,3.848274052E-2,-1.658643037E-2,4.293918610E-1,4.314318037E-1
4.046973718E0,1.597972587E-2,7.253132761E-3,3.284664154E-1,3.289348653E-1
4.050941003E0,1.016901806E-2,5.198158324E-2,1.191930771E-1,1.304319115E-1
4.054938805E0,-4.872210324E-2,6.004154682E-3,-5.512619019E-2,7.381592011E-2
4.058906091E0,-3.466192633E-2,-3.783829510E-3,-1.187658310E-1,1.237783871E-1
4.062873376E0,-1.201605052E-2,-6.042174995E-3,9.222030640E-4,1.348123908E-2
4.066840661E0,5.085447058E-2,2.292292565E-2,2.169675827E-1,2.240235917E-1
4.070838464E0,6.645566225E-2,-4.570669681E-2,4.027090073E-1,4.107067101E-1
4.074805749E0,3.301315382E-2,-1.649387926E-2,5.109491348E-1,5.122801331E-1
4.078773034E0,-8.738867939E-2,1.209595054E-2,3.642473221E-1,3.747788747E-1
4.082740319E0,-6.447626650E-2,2.214439213E-3,1.641445160E-1,1.763675560E-1
4.086707604E0,-9.705388546E-2,1.605754346E-2,-2.715206146E-2,1.020516331E-1
4.090705407E0,-1.398708299E-2,3.936979920E-2,-8.866596222E-2,9.801669468E-2
4.094672692E0,4.408944398E-2,1.776175201E-2,4.027462006E-2,6.230091432E-2
4.098639977E0,7.579037547E-2,2.503713220E-2,1.990089417E-1,2.144192106E-1
4.102607262E0,4.883487523E-2,-1.749537140E-2,3.492984772E-1,3.531293803E-1
4.106605065E0,-5.456577986E-3,-2.191415429E-2,3.630046844E-1,3.637064824E-1
4.110572350E0,-4.679095373E-2,-2.908006310E-3,2.151632309E-1,2.202114116E-1
4.114539635E0,-4.055021331E-2,2.048061788E-2,3.531074524E-2,5.753802427E-2
4.118506921E0,2.775896341E-3,5.846977234E-3,-6.707382202E-2,6.738538672E-2
4.122504723E0,8.051358908E-2,-2.263516188E-2,2.844715118E-2,8.834041539E-2
4.126472009E0,3.152037039E-2,-1.978907734E-2,2.062721252E-1,2.096027934E-1
4.130439294E0,3.795164824E-2,-3.585780412E-2,3.636274338E-1,3.673568025E-1
4.134406579E0,-1.188281551E-2,9.676359594E-3,3.795881271E-1,3.798973276E-1
4.138373864E0,-2.738224342E-2,-5.696039647E-2,2.553482056E-1,2.630531887E-1
4.142371667E0,-1.913081855E-2,-2.213709056E-3,7.515907288E-2,7.758720875E-2
4.146338952E0,-4.708093405E-2,-1.436713338E-2,-6.553649902E-2,8.196378210E-2
4.150306237E0,3.608063981E-2,-1.674713939E-2,-7.211875916E-2,8.236136636E-2
4.154273522E0,8.822761476E-3,9.679928422E-3,7.567596436E-2,7.680100075E-2
4.158271325E0,-2.046317607E-2,-2.337317169E-2,2.032499313E-1,2.056102656E-1
4.162238610E0,1.760694385E-2,1.026357710E-2,2.680273056E-1,2.688010082E-1
4.166205895E0,3.816071898E-3,4.100647569E-2,2.586860657E-1,2.619438375E-1
4.170173180E0,1.670640707E-2,2.163420618E-2,1.995515823E-1,2.014149372E-1
4.174140466E0,-1.073956117E-2,-9.539023042E-3,1.504135132E-1,1.510978361E-1
4.178138268E0,2.366152778E-2,-1.429419965E-2,1.467914581E-1,1.493717651E-1
4.182105553E0,-4.211889207E-2,-2.603682876E-2,1.384468079E-1,1.470354927E-1
4.186072839E0,-1.968011260E-2,7.411196828E-3,1.325464249E-1,1.342042750E-1
4.190040124E0,-9.418502450E-3,2.530522645E-3,8.396339417E-2,8.452788471E-2
4.194037926E0,3.123211116E-2,5.939611793E-2,5.477237701E-2,8.662191914E-2
4.198005212E0,-2.851249278E-2,1.889914274E-3,7.332038879E-2,7.869188925E-2
4.201972497E0,-3.085763752E-2,1.620000601E-2,1.249418259E-1,1.297115794E-1
4.205939782E0,4.055803269E-2,-3.120511770E-2,2.188644409E-1,2.247673395E-1
4.209937585E0,3.106159717E-2,2.396526933E-2,3.476266861E-1,3.498334887E-1
4.213904870E0,4.348779470E-2,-3.300685436E-2,4.159584045E-1,4.195259647E-1
4.217872155E0,-2.221741527E-2,-3.277220577E-2,3.531379700E-1,3.553506112E-1
4.221839440E0,-5.674467236E-2,-1.617857814E-2,1.602706909E-1,1.707875833E-1
4.225837243E0,-6.076372415E-2,1.614168286E-4,-8.799362183E-2,1.069351846E-1
4.229804528E0,-5.851285905E-2,3.071860224E-2,-1.371212006E-1,1.522156721E-1
4.233771813E0,4.991433024E-2,2.326735854E-2,-6.474590302E-2,8.499907232E-2
4.237739098E0,3.170270473E-2,6.699077785E-3,1.352195740E-1,1.390477339E-1
4.241706384E0,9.284070879E-2,-2.419374883E-3,3.881330490E-1,3.990896069E-1
4.245704186E0,6.895367801E-2,1.214031130E-2,4.774913788E-1,4.825971547E-1
4.249671471E0,-5.605451018E-2,-2.112574875E-3,4.189109802E-1,4.226499502E-1
4.253638757E0,-8.936531842E-3,7.140703499E-3,2.397384644E-1,2.400112134E-1
4.257606042E0,-1.259309798E-2,-1.003999263E-2,3.204345703E-4,1.610870098E-2
4.261603844E0,-3.826067597E-2,3.006035089E-2,-1.706199646E-1,1.774223107E-1
4.265571130E0,-2.877441049E-2,8.276760578E-3,-1.502084732E-1,1.531634972E-1
4.269538415E0,8.729265630E-2,-2.964413911E-2,-6.823444366E-2,1.146940370E-1
4.273505700E0,8.152085543E-2,-1.469076425E-2,1.816225052E-1,1.996201463E-1
4.277503503E0,4.794223607E-2,-2.591732144E-2,4.412803650E-1,4.446330240E-1
4.281470788E0,-2.981544286E-2,3.302000463E-3,5.610647202E-1,5.618660730E-1
4.285438073E0,-7.803893089E-2,2.489612997E-2,6.062555313E-1,6.117643838E-1
4.289405358E0,-8.560078591E-2,2.922973782E-2,3.851642609E-1,3.956429956E-1
4.293372643E0,-2.713476866E-2,-2.608910203E-2,5.669307709E-2,6.805175901E-2
4.297370446E0,-1.100937128E-1,-5.230851471E-3,-2.928009033E-1,3.128583647E-1
4.301337731E0,-1.513991505E-2,1.804664731E-2,-4.209356308E-1,4.215942407E-1
4.305305016E0,6.898493320E-2,3.451250494E-2,-2.773647308E-1,2.878910001E-1
4.309272301E0,8.133902401E-2,8.787825704E-3,1.641731262E-1,1.834286730E-1
4.313270104E0,9.055358917E-2,9.768508375E-3,6.589298248E-1,6.651946259E-1
4.317237389E0,5.127900839E-2,8.007958531E-4,8.781127930E-1,8.796091491E-1
4.321204675E0,-4.656358063E-2,-3.502935916E-2,6.857290268E-1,6.882002043E-1
4.325171960E0,-2.479785681E-2,-3.331664205E-2,2.616586685E-1,2.649343148E-1
4.329139245E0,-9.965909272E-2,-3.925440460E-2,-3.029747009E-1,3.213510735E-1
4.333137048E0,-1.139730364E-1,2.923350036E-2,-5.895385742E-1,6.011656852E-1
4.337104333E0,4.224472493E-2,1.703695953E-2,-4.859905243E-1,4.881205430E-1
4.341071618E0,1.475396454E-1,-1.330350339E-2,3.588485718E-2,1.524226136E-1
4.345038903E0,1.844145209E-1,1.912704110E-2,7.460079193E-1,7.687017464E-1
4.349036706E0,8.957702667E-2,-2.272619307E-2,1.134845734E0,1.138602373E0
4.353003991E0,-9.882960469E-2,-7.500316948E-2,1.078446388E0,1.085559477E0
4.356971276E0,-1.046847999E-1,-1.507289708E-3,4.721431732E-1,4.836117816E-1
4.360938561E0,-1.429883540E-1,-7.740810513E-3,-2.720718384E-1,3.074551589E-1
4.364936364E0,-1.072335318E-1,1.719665527E-2,-7.906217575E-1,7.980460630E-1
4.368903649E0,1.912583411E-2,5.253816396E-2,-7.537794113E-1,7.558501552E-1
4.372870934E0,1.348173916E-1,1.510372758E-2,-1.670284271E-1,2.151798019E-1
4.376838219E0,2.206999660E-1,-2.141474932E-2,8.087511063E-1,8.385972921E-1
4.380836022E0,1.351997107E-1,-4.609704763E-2,1.388810158E0,1.396136653E0
4.384803307E0,-1.049740911E-1,-7.199847698E-2,1.222099304E0,1.228710727E0
4.388770593E0,-2.315297425E-1,1.301427931E-2,4.147863388E-1,4.752084805E-1
4.392737878E0,-2.189321816E-1,2.791063488E-2,-4.967584610E-1,5.435800514E-1
4.396705163E0,-5.469630659E-2,7.433152199E-2,-9.193735123E-1,9.239937858E-1
4.400702966E0,1.053993404E-2,5.263447762E-2,-6.241474152E-1,6.264514940E-1
4.404670251E0,1.948705465E-1,-1.106709242E-3,2.063436508E-1,2.838194090E-1
4.408637536E0,2.523227930E-1,-9.738957882E-2,9.760293961E-1,1.012810399E0
4.412604821E0,8.619908988E-2,-1.034606546E-1,1.151762009E0,1.159607742E0
4.416572106E0,-1.371796131E-1,-5.123434216E-2,6.481904984E-1,6.645254895E-1
4.420569909E0,-2.985013127E-1,-2.393571287E-2,-1.321096420E-1,3.273055294E-1
4.424537194E0,-1.013245210E-1,6.558708847E-2,-6.221303940E-1,6.337306619E-1
4.428504479E0,9.030792862E-2,6.033651531E-2,-5.137605667E-1,5.251151654E-1
4.432471764E0,2.234682292E-1,-2.265023440E-2,4.160785675E-2,2.284344464E-1
4.436469567E0,1.570010185E-1,-7.889369130E-2,5.293436050E-1,5.577438360E-1
4.440436852E0,5.479807407E-2,-4.949840158E-2,5.932540894E-1,5.978321965E-1
4.444404137E0,-3.849061579E-2,-5.686851591E-2,3.486204147E-1,3.553192215E-1
4.448371423E0,-1.700703800E-1,3.585810214E-2,2.779197693E-2,1.760174185E-1
4.452369225E0,-6.387974322E-2,6.816312671E-3,-1.289367676E-2,6.552351191E-2
4.456336510E0,4.829697311E-2,4.645377398E-3,1.975488663E-1,2.034200868E-1
4.460303796E0,9.349840134E-2,-4.276963323E-2,3.455495834E-1,3.605214379E-1
4.464271081E0,7.481505722E-2,-3.075128049E-2,2.877445221E-1,2.988977150E-1
4.468238366E0,-6.797182560E-2,-1.431915164E-2,7.607460022E-3,6.987904283E-2
4.472236169E0,-1.349754930E-1,-1.477326453E-2,-1.215114594E-1,1.822132481E-1
4.476203454E0,-4.052655399E-2,2.372712642E-2,1.010055542E-1,1.113889585E-1
4.480170739E0,7.512439042E-2,-1.384148002E-2,5.193128586E-1,5.249010437E-1
4.484138024E0,1.203776523E-1,-1.322469860E-2,7.386598587E-1,7.485212480E-1
4.488135827E0,1.269113123E-1,-3.711755574E-2,5.942697525E-1,6.088027044E-1
4.492103112E0,2.802148461E-3,2.907246351E-3,1.201009750E-1,1.201688326E-1
4.496070397E0,-1.199133545E-1,2.369809151E-2,-1.765346527E-1,2.147214375E-1
4.500068155E0,-1.034108996E-1,5.940163136E-2,-9.979724884E-2,1.555051731E-1
4.504035441E0,-6.898555160E-2,1.201958209E-2,2.494220734E-1,2.590653342E-1
4.508033243E0,8.895389736E-3,-3.025547415E-2,6.340818405E-1,6.348655780E-1
4.512000528E0,-1.715876907E-2,-5.143429339E-2,6.548080444E-1,6.570490735E-1
4.515967814E0,2.492179722E-2,1.297377795E-2,4.818401337E-1,4.826586053E-1
4.519935099E0,2.382685989E-2,-4.719549417E-2,2.923393250E-1,2.970814953E-1
4.523932901E0,-1.419242471E-2,-1.623318344E-2,2.417631149E-1,2.427227738E-1
4.527900187E0,2.134591341E-3,-2.328810841E-2,3.251533508E-1,3.259932423E-1
4.531867472E0,-3.173051029E-2,-6.870175898E-2,2.386550903E-1,2.503657507E-1
4.535834757E0,1.861333102E-2,3.390867263E-2,1.116266251E-1,1.181387218E-1
4.539802042E0,1.164502650E-2,3.361171484E-2,4.215049744E-2,5.515449620E-2
4.543799845E0,-5.515674502E-2,4.083610326E-2,1.616544724E-1,1.756189690E-1
4.547767130E0,-5.491333455E-2,1.734606922E-2,4.603471756E-1,4.639352137E-1
4.551734415E0,-6.505563855E-3,-1.324959844E-2,6.152029037E-1,6.153799534E-1
4.555701700E0,-6.393045187E-4,-8.252878487E-2,4.805459976E-1,4.875816494E-1
4.559699503E0,-2.079285681E-3,-1.723185182E-3,1.427946091E-1,1.428201428E-1
4.563666788E0,1.914799213E-4,1.911481470E-2,-1.347579956E-1,1.361070541E-1
4.567634073E0,-6.560152024E-2,1.157249510E-2,-1.609020233E-1,1.741463270E-1
4.571601358E0,-3.606747091E-2,7.031157613E-3,2.101612091E-2,4.233174900E-2
4.575568644E0,4.925769567E-2,1.475789398E-2,3.031425476E-1,3.074727959E-1
4.579566446E0,7.149481773E-2,-1.113092899E-2,4.558048248E-1,4.615121286E-1
4.583533732E0,6.612940133E-2,4.397170246E-2,4.193763733E-1,4.268291822E-1
4.587501017E0,-1.819916070E-2,-1.681722701E-3,2.562618256E-1,2.569127496E-1
4.591468302E0,-6.748942286E-2,2.807721496E-3,9.335803986E-2,1.152320663E-1
4.595466105E0,-6.979409605E-2,-3.567649424E-2,2.388763428E-2,8.194295062E-2
4.599433390E0,6.386499107E-2,1.223415881E-2,4.060268402E-2,7.666152670E-2
4.603400675E0,7.095110416E-2,1.004140079E-2,1.864089966E-1,1.997077938E-1
4.607367960E0,3.329905123E-2,-2.787821740E-2,3.105201721E-1,3.135423402E-1
4.611335245E0,2.275287360E-2,1.301690191E-2,3.531951904E-1,3.541665929E-1
4.615333048E0,-9.505958855E-2,-6.036259234E-3,3.599319458E-1,3.723221286E-1
4.619300333E0,-6.491404772E-2,-2.506626397E-2,4.264564514E-1,4.320963505E-1
4.623267618E0,3.154259920E-2,-1.122124493E-3,3.900556564E-1,3.913305634E-1
4.627234903E0,-4.138402641E-3,2.270627767E-2,2.987117767E-1,2.996021144E-1
4.631202189E0,2.905197442E-3,1.033410430E-3,1.524639130E-1,1.524950913E-1
4.635199991E0,-1.678150147E-2,-8.623182774E-3,1.546611786E-1,1.558077605E-1
4.639167276E0,2.778890729E-2,-2.741344273E-2,2.127265930E-1,2.162783475E-1
4.643134562E0,8.183095604E-2,2.297347039E-2,3.629007339E-1,3.727211134E-1
4.647101847E0,5.111396313E-4,-2.211039513E-2,4.144859314E-1,4.150755572E-1
4.651069132E0,1.735296100E-2,-1.235125214E-2,4.347753525E-1,4.352967790E-1
4.655066935E0,-1.836466044E-2,3.041467816E-2,3.385477066E-1,3.404069080E-1
4.659034220E0,-4.462330043E-2,2.040486783E-2,1.837739944E-1,1.902116679E-1
4.663001505E0,-8.282413334E-2,-1.469887793E-3,8.727359772E-2,1.203273805E-1
4.666968790E0,-2.372050285E-2,-2.532489598E-2,-2.030563354E-2,4.020362379E-2
4.670936075E0,2.519004047E-2,1.089990139E-3,1.151895523E-1,1.179167468E-1
4.674933878E0,1.140985563E-1,-5.786970258E-3,2.471790314E-1,2.723039536E-1
4.678901163E0,1.748917252E-2,-3.155567497E-2,3.970632553E-1,3.986989597E-1
4.682868448E0,-3.272406757E-2,-3.582871705E-2,3.889999390E-1,3.920146860E-1
4.686835733E0,-8.217871934E-2,4.273809493E-2,2.955455780E-1,3.097209637E-1
4.690833536E0,-1.737757772E-2,1.726828516E-3,1.031370163E-1,1.046050012E-1
4.694800821E0,-2.011638135E-2,-1.300865412E-2,-3.306102753E-2,4.082799801E-2
4.698768107E0,-4.734110087E-2,2.713129669E-2,-1.562538147E-1,1.655069234E-1
4.702735392E0,-1.811992377E-2,-4.187208414E-2,-4.337501526E-2,6.295232336E-2
4.706733194E0,9.643410146E-2,-1.975459605E-2,1.967582703E-1,2.200081746E-1
4.710700480E0,1.494768560E-1,-4.540698975E-2,3.660669327E-1,3.980076939E-1
4.714667765E0,1.833134890E-2,-1.873864979E-2,3.962497711E-1,3.971159232E-1
4.718635050E0,1.479583234E-2,-5.419995636E-2,3.359880447E-1,3.406530759E-1
4.722602335E0,-2.198167145E-2,-1.351749897E-2,2.405939102E-1,2.419738546E-1
4.726569620E0,-9.225113690E-2,4.803546518E-2,7.478237152E-2,1.281018394E-1
4.730567423E0,-7.965897024E-2,1.642436534E-2,1.242446899E-2,8.227805750E-2
4.734534708E0,-6.117261946E-3,2.332990617E-2,3.368091583E-2,4.142595209E-2
4.738501993E0,2.183308452E-2,-6.208533794E-2,1.782331467E-1,1.899955982E-1
4.742469278E0,4.912428558E-3,1.000000536E-2,3.524370193E-1,3.526130807E-1
4.746467081E0,-4.451020062E-2,-1.557536423E-3,4.373407364E-1,4.396026656E-1
4.750434366E0,-3.096200526E-3,-1.333519071E-2,3.838434219E-1,3.840874722E-1
4.754401651E0,-3.117520362E-2,8.184909821E-4,2.382001877E-1,2.402329966E-1
4.758399454E0,-1.186332107E-2,1.945950836E-2,4.627037048E-2,5.157865874E-2
4.762336222E0,2.346246690E-2,1.662642509E-2,-8.943843842E-2,9.394764303E-2
4.766334024E0,8.211493492E-2,5.677408725E-2,-5.546760559E-2,1.142051434E-1
4.770301310E0,-1.158332825E-2,4.230505228E-2,9.456539154E-2,1.042425260E-1
4.774268595E0,-8.983453363E-2,4.401303828E-3,2.955846786E-1,3.089658835E-1
4.778235880E0,-9.556821734E-2,-4.514987767E-2,4.023447037E-1,4.159964618E-1
4.782233683E0,-2.259565145E-2,-2.340567112E-2,3.254003525E-1,3.270225960E-1
4.786200968E0,3.038698435E-2,-1.631041616E-2,1.992359161E-1,2.021987853E-1
4.790168253E0,-1.531219482E-2,4.055666178E-2,6.461334229E-2,7.780867642E-2
4.794166056E0,-5.649976432E-2,3.073362261E-2,9.456634521E-3,6.500928291E-2
4.798133341E0,1.172687858E-2,1.877178997E-2,1.565675735E-1,1.581243336E-1
4.802100626E0,9.883011878E-2,1.887339354E-2,3.000955582E-1,3.165137302E-1
4.806098429E0,6.266443431E-2,4.975902289E-2,3.450784683E-1,3.542343024E-1
4.810035196E0,-4.609690607E-2,4.926162213E-2,2.662353516E-1,2.746504953E-1
4.814002482E0,-2.335838228E-2,1.789882034E-2,2.046651840E-1,2.067699672E-1
4.818000284E0,-4.651359469E-2,3.911724687E-2,2.100906372E-1,2.187047081E-1
4.821967569E0,-8.341215551E-3,-2.284346521E-2,2.273273468E-1,2.286244134E-1
4.825934855E0,7.192994654E-2,3.915640712E-2,2.539215088E-1,2.668019379E-1
4.829902140E0,4.949731380E-2,3.099210560E-3,1.971921921E-1,2.033331006E-1
4.833869425E0,5.583003163E-2,3.375728428E-2,9.345436096E-2,1.139748405E-1
4.837867228E0,-9.176298976E-3,6.896793842E-2,8.792114258E-2,1.121200620E-1
4.841834513E0,-6.403426826E-2,3.277505934E-2,8.244895935E-2,1.094185675E-1
4.845801798E0,-1.017494872E-1,3.258993477E-2,1.316175461E-1,1.695235690E-1
4.849769083E0,-1.312968135E-2,-3.877623379E-2,1.922407150E-1,1.965514624E-1
4.853766886E0,6.546423584E-2,-7.159382850E-2,2.428741455E-1,2.615322026E-1
4.857734171E0,5.604162812E-3,-2.830639482E-2,1.886167526E-1,1.908112628E-1
4.861701456E0,-2.789720893E-2,1.207328588E-2,5.408287048E-2,6.204011104E-2
4.865668741E0,-4.483338445E-2,2.272494137E-3,-9.651184082E-4,4.490131451E-2
4.869636026E0,6.894214451E-2,1.649377495E-2,5.363273621E-2,8.889057484E-2
4.873633829E0,7.282019407E-2,-2.382495254E-2,1.647777557E-1,1.817198883E-1
4.877601114E0,-2.240581810E-2,5.040273070E-3,2.298793793E-1,2.310237089E-1
4.881568399E0,-3.090316057E-2,5.128756166E-3,2.422237396E-1,2.442409661E-1
4.885535685E0,-3.676665574E-2,-2.038903534E-3,1.808519363E-1,1.845626370E-1
4.889533487E0,2.124913782E-2,1.697000861E-2,9.626388550E-2,1.000312086E-1
4.893500773E0,9.298793972E-3,-1.170521975E-2,8.358383179E-2,8.491016827E-2
4.897468058E0,1.599311829E-2,-6.811596453E-3,9.949874878E-2,1.010058349E-1
4.901435343E0,1.539155841E-2,-1.383671910E-2,1.627779007E-1,1.640883903E-1
4.905402628E0,6.970539689E-2,2.194320410E-2,2.184057236E-1,2.303072006E-1
4.909400431E0,1.948597282E-2,-1.979090273E-3,1.667289734E-1,1.678754613E-1
4.913367716E0,-1.105386019E-2,3.597646207E-2,8.699226379E-2,9.478474354E-2
4.917335001E0,-4.385883361E-2,1.185108721E-2,3.641223907E-2,5.822281948E-2
4.921302286E0,5.156189948E-2,1.637607813E-2,3.373527527E-2,6.375636604E-2
4.925300089E0,6.995279342E-2,3.531794995E-2,1.141643524E-1,1.384711171E-1
4.929267374E0,3.843390942E-2,-2.894367278E-2,1.512069702E-1,1.586771862E-1
4.933234659E0,-6.876423955E-3,-3.820306808E-2,1.499481201E-1,1.548909240E-1
4.937201944E0,-8.889712393E-3,7.138974965E-3,2.761840820E-2,2.987923061E-2
4.941169230E0,-1.082920283E-2,-7.286280394E-3,4.638195038E-2,4.818347058E-2
4.945167032E0,-4.851445556E-2,9.434103966E-3,4.599761963E-2,6.751618863E-2
4.949134317E0,-7.449582219E-3,1.903156936E-2,1.002264023E-1,1.022889467E-1
4.953101603E0,-4.484826326E-2,-9.446091950E-3,2.418432236E-1,2.461478014E-1
4.957068888E0,3.206422925E-2,1.929932833E-2,2.611970901E-1,2.638645463E-1
4.961066691E0,-3.894685954E-2,2.156008035E-2,2.780294418E-1,2.815707113E-1
4.965033976E0,-4.328382760E-2,5.216443539E-2,2.163524628E-1,2.267223108E-1
4.969001261E0,-5.987839401E-2,6.522677839E-3,1.646881104E-1,1.753571815E-1
4.972968546E0,3.991134465E-2,-5.436666310E-3,1.134529114E-1,1.203911785E-1
4.976935831E0,3.682005405E-2,-2.679826319E-2,1.196317673E-1,1.280063398E-1
4.980933634E0,5.053900927E-2,4.251845181E-3,8.063697815E-2,9.526065237E-2
4.984900919E0,-1.652345061E-2,-2.431749552E-2,1.084566116E-1,1.123708219E-1
4.988868204E0,4.516782612E-2,-1.933379471E-2,1.431703568E-1,1.513660437E-1
4.992835489E0,1.762196422E-3,-4.744641483E-3,2.108221054E-1,2.108828516E-1
4.996802774E0,-6.493729353E-2,-1.649541408E-2,2.375555038E-1,2.468229491E-1
5.000800577E0,-4.333047569E-2,2.634715289E-2,1.500949860E-1,1.584304497E-1
5.004767862E0,3.028976917E-2,1.649776846E-2,2.063179016E-2,4.019100952E-2
5.008735148E0,4.592381418E-2,6.687663496E-3,-8.638954163E-2,9.806566399E-2
5.012702433E0,1.359991729E-2,1.371712983E-2,-6.193637848E-2,6.487859724E-2
5.016700235E0,-1.876637340E-3,6.650544703E-3,6.678009033E-2,6.713666641E-2
5.020667521E0,2.132424712E-2,-3.103886545E-2,2.229204178E-1,2.260788521E-1
5.024634806E0,7.588938624E-2,7.417500019E-3,3.184041977E-1,3.274071645E-1
